Location,Date,Story,Latitude,Longitude,URL
Camden ,"Tue, 14 Jul 2015 21:54:27 +0000","Camden - £800k cut. 12-week consultation.  Options include closures, opening hours cuts, outsourcing or increasing volunteers.",51.5392776,-0.1432419,"
		
		http://www.publiclibrariesnews.com/2015/07/cuts-in-camden-more-details-on-losses-in-bucks-dorset-and-worcs.html
		
		
		
				

		
		
				
			
		
		"
Dorset ,"Tue, 14 Jul 2015 21:54:27 +0000","Dorset - At least one mobile to be withdrawn, 75 stops lost. To be implemented in April 2016.",50.75,-2.333333,"
		
		http://www.publiclibrariesnews.com/2015/07/cuts-in-camden-more-details-on-losses-in-bucks-dorset-and-worcs.html
		
		
		
				

		
		
				
			
		
		"
Worcestershire ,"Tue, 14 Jul 2015 21:54:27 +0000",Worcestershire - 3 out of 4 mobiles withdrawn (February 2015).,52.2109495,-2.15695541324222,"
		
		http://www.publiclibrariesnews.com/2015/07/cuts-in-camden-more-details-on-losses-in-bucks-dorset-and-worcs.html
		
		
		
				

		
		
				
			
		
		"
Derby ,"Thu, 16 Jul 2015 21:03:26 +0000","Derby - Deep cuts to all services, statutory or otherwise – consultation to include cuts to libraries.",52.9212617,-1.4761491,"
		
		http://www.publiclibrariesnews.com/2015/07/the-laws-still-there-as-lincs-and-the-vale-of-glamorgan-know-all-too-well.html
		
		
		
				

		
		
				
			
		
		"
Vale of Glamorgan ,"Thu, 16 Jul 2015 21:03:26 +0000",Vale of Glamorgan - Judicial review court case to be heard in September or October over Rhoose Library.,51.4468699,-3.39452507987608,"
		
		http://www.publiclibrariesnews.com/2015/07/the-laws-still-there-as-lincs-and-the-vale-of-glamorgan-know-all-too-well.html
		
		
		
				

		
		
				
			
		
		"
Wolverhampton ,"Thu, 16 Jul 2015 21:03:26 +0000","Wolverhampton – £500k cut per year (from previous £1.7m spend). May be opening hour cuts (inc. Central Library), some closures, volunteers.",52.5847651,-2.127567,"
		
		http://www.publiclibrariesnews.com/2015/07/the-laws-still-there-as-lincs-and-the-vale-of-glamorgan-know-all-too-well.html
		
		
		
				

		
		
				
			
		
		"
Bournemouth ,"Sun, 19 Jul 2015 20:07:59 +0000","Bournemouth - 3 job clubs, all branches have wifi, updating of all computers, literature development e.g. Bournemouth Poet Laureate and online poetry &#34;wall&#34;",50.7447941,-1.85829083844613,"
		
		http://www.publiclibrariesnews.com/2015/07/bristol-u-turn.html
		
		
		
				

		
		
				
			
		
		"
Bristol ,"Sun, 19 Jul 2015 20:07:59 +0000","Bristol - 1 library (Eastville) closing, 6 others saved from closure but with reduced staff (£500k cut)and opening hours. £635k cuts still to be identified in other services.",51.453493,-2.5973937,"
		
		http://www.publiclibrariesnews.com/2015/07/bristol-u-turn.html
		
		
		
				

		
		
				
			
		
		"
Central Bedfordshire ,"Sun, 19 Jul 2015 20:07:59 +0000",Central Bedfordshire - £37k proposed cut to close mobile library: consultation.,51.99803275,-0.47915132854056,"
		
		http://www.publiclibrariesnews.com/2015/07/bristol-u-turn.html
		
		
		
				

		
		
				
			
		
		"
Surrey ,"Sun, 19 Jul 2015 20:07:59 +0000",Surrey – Cobham Library reopens in Cedar Centre: takes ground floor in community-group run building.,51.2715316,-0.341452301129091,"
		
		http://www.publiclibrariesnews.com/2015/07/bristol-u-turn.html
		
		
		
				

		
		
				
			
		
		"
Brent ,"Sat, 25 Jul 2015 21:34:29 +0000",Brent - Willesden Green Library reopens after major rebuilding. ,51.5363916,-0.2878064,"
		
		http://www.publiclibrariesnews.com/2015/07/a-look-at-the-ridiculous-theres-more-libraries-now-claim-plus-also-chris-riddell-cartoon-the-grace-of-libraries.html
		
		
		
				

		
		
				
			
		
		"
Cambridgeshire ,"Sun, 02 Aug 2015 21:16:41 +0000",Cambridgeshire - Milton Road Library may move into new development.,52.333333,0.083333,"
		
		http://www.publiclibrariesnews.com/2015/08/wouldnt-it-be-nice-if-information-played-a-part-in-the-public-library-sector.html
		
		
		
				

		
		
				
			
		
		"
East Sussex ,"Sun, 02 Aug 2015 21:16:41 +0000",East Sussex - Official opening of Newhaven Library (opened in March). ,50.9404529,0.369989953500859,"
		
		http://www.publiclibrariesnews.com/2015/08/wouldnt-it-be-nice-if-information-played-a-part-in-the-public-library-sector.html
		
		
		
				

		
		
				
			
		
		"
Herefordshire ,"Sun, 02 Aug 2015 21:16:41 +0000","Herefordshire - All libraries except Hereford (Central) to be passed to volunteers or closed. Bromyard, Kington and Ledbury to have fully self service libraries. (at least 3 under threat)",52.083333,-2.75,"
		
		http://www.publiclibrariesnews.com/2015/08/wouldnt-it-be-nice-if-information-played-a-part-in-the-public-library-sector.html
		
		
		
				

		
		
				
			
		
		"
Stockton ,"Sun, 02 Aug 2015 21:16:41 +0000",Stockton - £2.7m Billingham Library (co-located) officially opened.,53.00036525,-2.77927178528241,"
		
		http://www.publiclibrariesnews.com/2015/08/wouldnt-it-be-nice-if-information-played-a-part-in-the-public-library-sector.html
		
		
		
				

		
		
				
			
		
		"
Camden ,"Sun, 02 Aug 2015 21:16:41 +0000",Camden – West Hampstead Library may move into new development to save it from closure.,51.5392776,-0.1432419,"
		
		http://www.publiclibrariesnews.com/2015/08/wouldnt-it-be-nice-if-information-played-a-part-in-the-public-library-sector.html
		
		
		
				

		
		
				
			
		
		"
Liverpool ,"Sun, 02 Aug 2015 21:16:41 +0000",Liverpool - 5 libraries to be taken out from council control: Breck Road and Dovecot libraries to be managed by Alt Valley Community Trust (AVCT); Fazakerley Library is to be managed by Fazakerley Federation; Kensington Library will be taken on by Kensington Fields Community Association and others; Walton Library to be run by Mersey Care. 2 others (Sefton Park and West Derby) fate to be decided. ,53.4054719,-2.9805393,"
		
		http://www.publiclibrariesnews.com/2015/08/wouldnt-it-be-nice-if-information-played-a-part-in-the-public-library-sector.html
		
		
		
				

		
		
				
			
		
		"
Croydon ,"Sun, 02 Aug 2015 21:16:41 +0000",Croydon - 2.5 FTE staff to be lost.,51.3713049,-0.101957,"
		
		http://www.publiclibrariesnews.com/2015/08/wouldnt-it-be-nice-if-information-played-a-part-in-the-public-library-sector.html
		
		
		
				

		
		
				
			
		
		"
Merton ,"Sun, 02 Aug 2015 21:16:41 +0000","Merton - Donald Hope Library £1.2m upgrade, paid for by development. Temporary library for site for  2 years while work takes place.",51.8546355,-1.1648287,"
		
		http://www.publiclibrariesnews.com/2015/08/wouldnt-it-be-nice-if-information-played-a-part-in-the-public-library-sector.html
		
		
		
				

		
		
				
			
		
		"
Swansea ,"Sun, 02 Aug 2015 21:16:41 +0000",Swansea - Central Library may change location.,51.6211442,-3.9467751,"
		
		http://www.publiclibrariesnews.com/2015/08/wouldnt-it-be-nice-if-information-played-a-part-in-the-public-library-sector.html
		
		
		
				

		
		
				
			
		
		"
Knowsley ,"Tue, 04 Aug 2015 19:51:52 +0000","Knowsley - All five libraries to be closed on Wednesdays, 4 libraries lose 12 hours opening per week, Huyton loses 15 hours.",53.4552358,-2.8546852,"
		
		http://www.publiclibrariesnews.com/2015/08/world-record-attempts-and-the-joy-of-not-saying-no.html
		
		
		
				

		
		
				
			
		
		"
Birmingham ,"Sun, 09 Aug 2015 18:14:47 +0000",Birmingham - Tourist Information Centre closed at the Library of Birmingham. ,52.4813679,-1.8980726,"
		
		http://www.publiclibrariesnews.com/2015/08/23-shared-library-services-nuns-and-ferguson-one-year-on.html
		
		
		
				

		
		
				
			
		
		"
Plymouth ,"Sun, 09 Aug 2015 18:14:47 +0000",Plymouth - Central Library planned to move to Armada Way,50.3712659,-4.1425658,"
		
		http://www.publiclibrariesnews.com/2015/08/23-shared-library-services-nuns-and-ferguson-one-year-on.html
		
		
		
				

		
		
				
			
		
		"
Staffordshire ,"Sun, 09 Aug 2015 18:14:47 +0000","Staffordshire - Stafford Library moving to new building in Staffordshire Place, expected to be open in September. Additions will include &#34;digital touch tables&#34;, innovation suite (including 3D printers and Raspberry Pi’s)",52.8247017,-2.00744916467769,"
		
		http://www.publiclibrariesnews.com/2015/08/23-shared-library-services-nuns-and-ferguson-one-year-on.html
		
		
		
				

		
		
				
			
		
		"
Fife ,"Thu, 13 Aug 2015 21:45:36 +0000",Fife – Consultation on closing libraries extended to December due to legal advice. ,56.3333331,-3.0000001,"
		
		http://www.publiclibrariesnews.com/2015/08/outrage-in-birmingham.html
		
		
		
				

		
		
				
			
		
		"
Bournemouth ,"Sun, 19 Jul 2015 20:07:59 +0000","Bournemouth – 3 job clubs, all branches have wifi, updating of all computers, literature development e.g. Bournemouth Poet Laureate and online poetry &#34;wall&#34;",50.7447941,-1.85829083844613,"
		
		http://www.publiclibrariesnews.com/2015/07/bristol-u-turn.html
		
		
		
				

		
		
				
			
		
		"
Kent ,"Thu, 13 Aug 2015 21:45:36 +0000",Kent – 17 apprenticeships in libraries/registration/archives ,51.2244644,0.7334215,"
		
		http://www.publiclibrariesnews.com/2015/08/outrage-in-birmingham.html
		
		
		
				

		
		
				
			
		
		"
Sandwell ,"Thu, 13 Aug 2015 21:45:36 +0000",Sandwell – £400k bookfund (plus £80k for non-book materials) – this is an increase of £6k on previous year. ,52.514943,-2.01350083843629,"
		
		http://www.publiclibrariesnews.com/2015/08/outrage-in-birmingham.html
		
		
		
				

		
		
				
			
		
		"
East Sussex ,"Sun, 02 Aug 2015 21:16:41 +0000",East Sussex – Official opening of Newhaven Library (opened in March). ,50.9404529,0.369989953500859,"
		
		http://www.publiclibrariesnews.com/2015/08/wouldnt-it-be-nice-if-information-played-a-part-in-the-public-library-sector.html
		
		
		
				

		
		
				
			
		
		"
Liverpool ,"Sun, 02 Aug 2015 21:16:41 +0000",Liverpool – 5 libraries to be taken out from council control: Breck Road and Dovecot libraries to be managed by Alt Valley Community Trust (AVCT); Fazakerley Library is to be managed by Fazakerley Federation; Kensington Library will be taken on by Kensington Fields Community Association and others; Walton Library to be run by Mersey Care. 2 others (Sefton Park and West Derby) fate to be decided. ,53.4054719,-2.9805393,"
		
		http://www.publiclibrariesnews.com/2015/08/wouldnt-it-be-nice-if-information-played-a-part-in-the-public-library-sector.html
		
		
		
				

		
		
				
			
		
		"
Stockton ,"Sun, 02 Aug 2015 21:16:41 +0000",Stockton – £2.7m Billingham Library (co-located) officially opened.,53.00036525,-2.77927178528241,"
		
		http://www.publiclibrariesnews.com/2015/08/wouldnt-it-be-nice-if-information-played-a-part-in-the-public-library-sector.html
		
		
		
				

		
		
				
			
		
		"
Rotherham ,"Thu, 13 Aug 2015 21:45:36 +0000",Rotherham – Dolly Parton Imagination Library to be stopped (£400k p.a.) ,53.4309799,-1.3554598,"
		
		http://www.publiclibrariesnews.com/2015/08/outrage-in-birmingham.html
		
		
		
				

		
		
				
			
		
		"
Bristol ,"Sun, 19 Jul 2015 20:07:59 +0000","Bristol – 1 library (Eastville) closing, 6 others saved from closure but with reduced staff (£500k cut)and opening hours. £635k cuts still to be identified in other services.",51.453493,-2.5973937,"
		
		http://www.publiclibrariesnews.com/2015/07/bristol-u-turn.html
		
		
		
				

		
		
				
			
		
		"
Buckinghamshire ,"Tue, 14 Jul 2015 21:54:27 +0000",Buckinghamshire – Opening hour cuts from 29 June of around one fifth in its largest nine libraries. Micklefield Library hours also reduced. Castlefield became volunteer run in 2015. £100k improvement to Buckingham Library.,51.75,-0.75,"
		
		http://www.publiclibrariesnews.com/2015/07/cuts-in-camden-more-details-on-losses-in-bucks-dorset-and-worcs.html
		
		
		
				

		
		
				
			
		
		"
Staffordshire ,"Thu, 13 Aug 2015 21:45:36 +0000",Staffordshire – £625k bookfund stays the same this year. ,52.8247017,-2.00744916467769,"
		
		http://www.publiclibrariesnews.com/2015/08/outrage-in-birmingham.html
		
		
		
				

		
		
				
			
		
		"
Walsall ,"Thu, 13 Aug 2015 21:45:36 +0000",Walsall – £580k bookfund stays the same this year. ,52.60524495,-1.97042166214852,"
		
		http://www.publiclibrariesnews.com/2015/08/outrage-in-birmingham.html
		
		
		
				

		
		
				
			
		
		"
Central Bedfordshire ,"Sun, 19 Jul 2015 20:07:59 +0000",Central Bedfordshire – £37k proposed cut to close mobile library: consultation.,51.99803275,-0.47915132854056,"
		
		http://www.publiclibrariesnews.com/2015/07/bristol-u-turn.html
		
		
		
				

		
		
				
			
		
		"
Vale of Glamorgan ,"Thu, 16 Jul 2015 21:03:26 +0000",Vale of Glamorgan – Judicial review court case to be heard in September or October over Rhoose Library.,51.4468699,-3.39452507987608,"
		
		http://www.publiclibrariesnews.com/2015/07/the-laws-still-there-as-lincs-and-the-vale-of-glamorgan-know-all-too-well.html
		
		
		
				

		
		
				
			
		
		"
Camden ,"Tue, 14 Jul 2015 21:54:27 +0000","Camden – £800k cut. 12-week consultation.  Options include closures, opening hours cuts, outsourcing or increasing volunteers.",51.5392776,-0.1432419,"
		
		http://www.publiclibrariesnews.com/2015/07/cuts-in-camden-more-details-on-losses-in-bucks-dorset-and-worcs.html
		
		
		
				

		
		
				
			
		
		"
Wolverhampton ,"Thu, 13 Aug 2015 21:45:36 +0000",Wolverhampton – £100k cut to bookfund (from £223k the year before). This is in addition to £500k cut (from £1.7m) planned for next five years.,52.5847651,-2.127567,"
		
		http://www.publiclibrariesnews.com/2015/08/outrage-in-birmingham.html
		
		
		
				

		
		
				
			
		
		"
Cuts,"Thu, 13 Aug 2015 21:45:36 +0000","Cuts-hit Birmingham libraries ask public to donate books – Guardian. &#34;In 2013, Birmingham opened the £188.8m Library of Birmingham to the public, saying it would &#34;attract over three million visitors a year&#34;, &#34;transform the city’s library service&#34;, and &#34;become a major cultural destination&#34;.",55.6798677,-4.508161,"
		
		http://www.publiclibrariesnews.com/2015/08/outrage-in-birmingham.html
		
		
		
				

		
		
				
			
		
		"
Knowsley ,"Tue, 04 Aug 2015 19:51:52 +0000","Knowsley – All five libraries to be closed on Wednesdays, 4 libraries lose 12 hours opening per week, Huyton loses 15 hours.",53.4552358,-2.8546852,"
		
		http://www.publiclibrariesnews.com/2015/08/world-record-attempts-and-the-joy-of-not-saying-no.html
		
		
		
				

		
		
				
			
		
		"
Herefordshire ,"Sun, 02 Aug 2015 21:16:41 +0000","Herefordshire – All libraries except Hereford (Central) to be passed to volunteers or closed. Bromyard, Kington and Ledbury to have fully self service libraries. (at least 3 under threat)",52.083333,-2.75,"
		
		http://www.publiclibrariesnews.com/2015/08/wouldnt-it-be-nice-if-information-played-a-part-in-the-public-library-sector.html
		
		
		
				

		
		
				
			
		
		"
Merton ,"Sun, 02 Aug 2015 21:16:41 +0000","Merton – Donald Hope Library £1.2m upgrade, paid for by development. Temporary library for site for  2 years while work takes place.",51.8546355,-1.1648287,"
		
		http://www.publiclibrariesnews.com/2015/08/wouldnt-it-be-nice-if-information-played-a-part-in-the-public-library-sector.html
		
		
		
				

		
		
				
			
		
		"
Swansea ,"Sun, 02 Aug 2015 21:16:41 +0000",Swansea – Central Library may change location.,51.6211442,-3.9467751,"
		
		http://www.publiclibrariesnews.com/2015/08/wouldnt-it-be-nice-if-information-played-a-part-in-the-public-library-sector.html
		
		
		
				

		
		
				
			
		
		"
Derby ,"Thu, 16 Jul 2015 21:03:26 +0000","Derby – Deep cuts to all services, statutory or otherwise – consultation to include cuts to libraries.",52.9212617,-1.4761491,"
		
		http://www.publiclibrariesnews.com/2015/07/the-laws-still-there-as-lincs-and-the-vale-of-glamorgan-know-all-too-well.html
		
		
		
				

		
		
				
			
		
		"
Southampton ,"Wed, 19 Aug 2015 22:37:08 +0000","Southampton – Confirmed Burgess Road, Cobbett Road, Millbrook, Thornhill and Weston libraries will either be passed to volunteers or closed. Mobile also under threat. ",50.9025349,-1.404189,"
		
		http://www.publiclibrariesnews.com/2015/08/special-automatic-english-child-library-membership-no-not-really.html
		
		
		
				

		
		
				
			
		
		"
Nottinghamshire ,"Tue, 18 Aug 2015 20:30:34 +0000","Nottinghamshire – £300k improvements to Arnold Library completed inc. new books, gift shop, café and study section.",53.166667,-1,"
		
		http://www.publiclibrariesnews.com/2015/08/is-it-fine-to-fine.html
		
		
		
				

		
		
				
			
		
		"
Birmingham ,"Sun, 09 Aug 2015 18:14:47 +0000",Birmingham – Tourist Information Centre closed at the Library of Birmingham. ,52.4813679,-1.8980726,"
		
		http://www.publiclibrariesnews.com/2015/08/23-shared-library-services-nuns-and-ferguson-one-year-on.html
		
		
		
				

		
		
				
			
		
		"
Brent ,"Sat, 25 Jul 2015 21:34:29 +0000",Brent – Willesden Green Library reopens after major rebuilding. ,51.5363916,-0.2878064,"
		
		http://www.publiclibrariesnews.com/2015/07/a-look-at-the-ridiculous-theres-more-libraries-now-claim-plus-also-chris-riddell-cartoon-the-grace-of-libraries.html
		
		
		
				

		
		
				
			
		
		"
Dorset ,"Tue, 14 Jul 2015 21:54:27 +0000","Dorset – At least one mobile to be withdrawn, 75 stops lost. To be implemented in April 2016.",50.75,-2.333333,"
		
		http://www.publiclibrariesnews.com/2015/07/cuts-in-camden-more-details-on-losses-in-bucks-dorset-and-worcs.html
		
		
		
				

		
		
				
			
		
		"
Plymouth ,"Sun, 09 Aug 2015 18:14:47 +0000",Plymouth – Central Library planned to move to Armada Way,50.3712659,-4.1425658,"
		
		http://www.publiclibrariesnews.com/2015/08/23-shared-library-services-nuns-and-ferguson-one-year-on.html
		
		
		
				

		
		
				
			
		
		"
Worcestershire ,"Tue, 14 Jul 2015 21:54:27 +0000",Worcestershire – 3 out of 4 mobiles withdrawn (February 2015).,52.2109495,-2.15695541324222,"
		
		http://www.publiclibrariesnews.com/2015/07/cuts-in-camden-more-details-on-losses-in-bucks-dorset-and-worcs.html
		
		
		
				

		
		
				
			
		
		"
Staffordshire ,"Sun, 09 Aug 2015 18:14:47 +0000","Staffordshire – Stafford Library moving to new building in Staffordshire Place, expected to be open in September. Additions will include &#34;digital touch tables&#34;, innovation suite (including 3D printers and Raspberry Pi’s)",52.8247017,-2.00744916467769,"
		
		http://www.publiclibrariesnews.com/2015/08/23-shared-library-services-nuns-and-ferguson-one-year-on.html
		
		
		
				

		
		
				
			
		
		"
Cambridgeshire ,"Sun, 02 Aug 2015 21:16:41 +0000",Cambridgeshire – Milton Road Library may move into new development.,52.333333,0.083333,"
		
		http://www.publiclibrariesnews.com/2015/08/wouldnt-it-be-nice-if-information-played-a-part-in-the-public-library-sector.html
		
		
		
				

		
		
				
			
		
		"
Croydon ,"Sun, 02 Aug 2015 21:16:41 +0000",Croydon – 2.5 FTE staff to be lost.,51.3713049,-0.101957,"
		
		http://www.publiclibrariesnews.com/2015/08/wouldnt-it-be-nice-if-information-played-a-part-in-the-public-library-sector.html
		
		
		
				

		
		
				
			
		
		"
Angus ,"Tue, 18 Aug 2015 20:30:34 +0000",Angus – Considering removal of overdue library book fees (£18k per year income).,56.666667,-2.916667,"
		
		http://www.publiclibrariesnews.com/2015/08/is-it-fine-to-fine.html
		
		
		
				

		
		
				
			
		
		"
Blackpool ,"Tue, 18 Aug 2015 20:30:34 +0000",Blackpool – Consultation next year may include some cuts,53.8245483,-3.03731989502197,"
		
		http://www.publiclibrariesnews.com/2015/08/is-it-fine-to-fine.html
		
		
		
				

		
		
				
			
		
		"
Nottinghamshire ,"Tue, 18 Aug 2015 20:30:34 +0000","Nottinghamshire – £300k improvements to Arnold Library completed inc. new books, gift shop, café and study section.",53.166667,-1,"
		
		http://www.publiclibrariesnews.com/2015/08/is-it-fine-to-fine.html
		
		
		
				

		
		
				
			
		
		"
Suffolk ,"Wed, 19 Aug 2015 22:37:08 +0000",Suffolk – Literacy ambassador employed after £30k foundation grant. Ballet screenings start of new &#34;Suffolk Libraries Presents&#34; programme.,52.24115585,1.0466542299927,"
		
		http://www.publiclibrariesnews.com/2015/08/special-automatic-english-child-library-membership-no-not-really.html
		
		
		
				

		
		
				
			
		
		"
Southampton ,"Wed, 19 Aug 2015 22:37:08 +0000","Southampton – Confirmed Burgess Road, Cobbett Road, Millbrook, Thornhill and Weston libraries will either be passed to volunteers or closed. Mobile also under threat. ",50.9025349,-1.404189,"
		
		http://www.publiclibrariesnews.com/2015/08/special-automatic-english-child-library-membership-no-not-really.html
		
		
		
				

		
		
				
			
		
		"
Leicester ,"Sun, 23 Aug 2015 19:34:10 +0000","Leicester – Proposed cuts: £600k with 20 posts lost and &#34;regrading&#34; for all staff, with pay reductions of e.g £5k for senior library assistants. ",52.6367811,-1.1312289,"
		
		http://www.publiclibrariesnews.com/2015/08/just-100k-volunteers-and-some-curious-stock-policies.html
		
		
		
				

		
		
				
			
		
		"
Brighton and Hove ,"Sun, 30 Aug 2015 18:54:19 +0000",Brighton and Hove – 2 libraries to allow access while unstaffed outside of normal hours.,50.84522125,-0.149758405411392,"
		
		http://www.publiclibrariesnews.com/2015/08/amateurisation-mergings-post-offices-and-unstaffed-opening.html
		
		
		
				

		
		
				
			
		
		"
Devon ,"Sun, 30 Aug 2015 18:54:19 +0000","Devon – Ashburton Library moves into post office, extends hours.",50.75,-3.75,"
		
		http://www.publiclibrariesnews.com/2015/08/amateurisation-mergings-post-offices-and-unstaffed-opening.html
		
		
		
				

		
		
				
			
		
		"
North East Lincolnshire ,"Sun, 30 Aug 2015 18:54:19 +0000",North East Lincolnshire – Scartho library to be run by volunteers from September. ,53.53680335,-0.0936809634853489,"
		
		http://www.publiclibrariesnews.com/2015/08/amateurisation-mergings-post-offices-and-unstaffed-opening.html
		
		
		
				

		
		
				
			
		
		"
Lambeth ,"Tue, 01 Sep 2015 20:48:20 +0000",Lambeth – West Norwood Library / Cinema joint plans.,51.5013012,-0.117287,"
		
		http://www.publiclibrariesnews.com/2015/09/libraries-change-lives-but-soon-probably-not-in-herefordshire.html
		
		
		
				

		
		
				
			
		
		"
Southend ,"Sun, 30 Aug 2015 18:54:19 +0000",Southend – Thorpedene and Friars libraries replaced by Shoeburyness Library. ,51.6020246,-0.9153487,"
		
		http://www.publiclibrariesnews.com/2015/08/amateurisation-mergings-post-offices-and-unstaffed-opening.html
		
		
		
				

		
		
				
			
		
		"
Flintshire ,"Tue, 01 Sep 2015 20:48:20 +0000","Flintshire – Mancot Library to be volunteer run from Sept 2015, initially planned for five years",53.2173046,-3.14131466709273,"
		
		http://www.publiclibrariesnews.com/2015/09/libraries-change-lives-but-soon-probably-not-in-herefordshire.html
		
		
		
				

		
		
				
			
		
		"
Herefordshire ,"Tue, 01 Sep 2015 20:48:20 +0000",Herefordshire – Central Library may be turned unto &#34;hub&#34; for &#34;Services for Independent Living&#34; ,52.083333,-2.75,"
		
		http://www.publiclibrariesnews.com/2015/09/libraries-change-lives-but-soon-probably-not-in-herefordshire.html
		
		
		
				

		
		
				
			
		
		"
Leicestershire ,"Tue, 01 Sep 2015 20:48:20 +0000",Leicestershire – Glenhills now volunteer run (by 50 volunteers),52.666667,-1,"
		
		http://www.publiclibrariesnews.com/2015/09/libraries-change-lives-but-soon-probably-not-in-herefordshire.html
		
		
		
				

		
		
				
			
		
		"
Hartlepool ,"Thu, 03 Sep 2015 20:43:35 +0000","Hartlepool – £90k cut 2015/16: opening hours cut, room hire and other charges increase. Volunteer increase to be examined.",54.6957009,-1.2003161,"
		
		http://www.publiclibrariesnews.com/2015/09/amateurisation-and-the-hiding-of-unwelcome-realities.html
		
		
		
				

		
		
				
			
		
		"
Leicestershire ,"Tue, 01 Sep 2015 20:48:20 +0000",Leicestershire – Glenhills now volunteer run (by 50 volunteers)9,52.666667,-1,"
		
		http://www.publiclibrariesnews.com/2015/09/libraries-change-lives-but-soon-probably-not-in-herefordshire.html
		
		
		
				

		
		
				
			
		
		"
Cornwall ,"Sun, 06 Sep 2015 21:03:23 +0000","Cornwall – Library opens in Mullion pub, jointly funded by council and Pub Is The Hub. ",50.416667,-4.75,"
		
		http://www.publiclibrariesnews.com/2015/09/heres-some-positive-public-libraries-news.html
		
		
		
				

		
		
				
			
		
		"
Southwark ,"Sun, 06 Sep 2015 21:03:23 +0000",Southwark – East Street Library will close and move to Thurlow Street in 2019.,51.5029222,-0.103458,"
		
		http://www.publiclibrariesnews.com/2015/09/heres-some-positive-public-libraries-news.html
		
		
		
				

		
		
				
			
		
		"
Leicestershire ,"Sun, 06 Sep 2015 21:03:23 +0000",Leicestershire – Markfield Library becomes volunteer-run,52.666667,-1,"
		
		http://www.publiclibrariesnews.com/2015/09/heres-some-positive-public-libraries-news.html
		
		
		
				

		
		
				
			
		
		"
Harrow ,"Tue, 08 Sep 2015 21:20:49 +0000",Harrow – North Harrow Library to be volunteer run from October. ,51.581091,-0.337475,"
		
		http://www.publiclibrariesnews.com/2015/09/theres-a-whole-world-out-there-different-levels-of-awareness.html
		
		
		
				

		
		
				
			
		
		"
Harrow ,"Tue, 08 Sep 2015 21:20:49 +0000",Harrow – North Harrow Library to be volunteer run from October.,51.581091,-0.337475,"
		
		http://www.publiclibrariesnews.com/2015/09/theres-a-whole-world-out-there-different-levels-of-awareness.html
		
		
		
				

		
		
				
			
		
		"
Poole ,"Sun, 13 Sep 2015 15:33:51 +0000","Poole – Mobile library ends, replaced by volunteer libraries. ",50.74033995,-1.95361915693821,"
		
		http://www.publiclibrariesnews.com/2015/09/every-silver-cloud-has-a-darker-lining-stafford-and-willesden-green.html
		
		
		
				

		
		
				
			
		
		"
Shetland Islands ,"Sun, 13 Sep 2015 15:33:51 +0000",Shetland Islands – New mobile library starts.,60.333333,-1.333333,"
		
		http://www.publiclibrariesnews.com/2015/09/every-silver-cloud-has-a-darker-lining-stafford-and-willesden-green.html
		
		
		
				

		
		
				
			
		
		"
Waltham Forest ,"Sun, 13 Sep 2015 15:33:51 +0000",Waltham Forest – Leytonstone Library reopens after £1.5m refurbishment.,51.59816935,-0.0178366246104871,"
		
		http://www.publiclibrariesnews.com/2015/09/every-silver-cloud-has-a-darker-lining-stafford-and-willesden-green.html
		
		
		
				

		
		
				
			
		
		"
Kirklees ,"Tue, 15 Sep 2015 21:38:24 +0000","Kirklees – 16 out of 24 libraries will pass to volunteers or close (previously 22 out of 24), 6 mobile libraries will also end. 88 full time roles to be lost, opening hours cut in surviving libraries. ",53.64278035,-1.78061414363913,"
		
		http://www.publiclibrariesnews.com/2015/09/kirklees-look-to-lose-two-thirds-staffs-takeovers-a-bibliocommons-draft-report.html
		
		
		
				

		
		
				
			
		
		"
Staffordshire ,"Tue, 15 Sep 2015 21:38:24 +0000","Staffordshire – South Staffordshire and Shropshire Healthcare NHS Foundation Trust to take over Baswich, Brewood and Holmcroft libraries. Rising Brook Baptist Church will take over the running of Rising Brook Library.",52.8247017,-2.00744916467769,"
		
		http://www.publiclibrariesnews.com/2015/09/kirklees-look-to-lose-two-thirds-staffs-takeovers-a-bibliocommons-draft-report.html
		
		
		
				

		
		
				
			
		
		"
Sutton ,"Tue, 15 Sep 2015 21:38:24 +0000","Sutton – £1m out of £4.4m inc. loss of one library and one mobile, volunteers replacing staff, outsourcing or sharing services.",51.360398,-0.1906996,"
		
		http://www.publiclibrariesnews.com/2015/09/kirklees-look-to-lose-two-thirds-staffs-takeovers-a-bibliocommons-draft-report.html
		
		
		
				

		
		
				
			
		
		"
Cornwall ,"Sun, 20 Sep 2015 20:06:21 +0000","Cornwall – Consultation of future of Camborne Library: closure, volunteers or town council tax are proposals. ",50.416667,-4.75,"
		
		http://www.publiclibrariesnews.com/2015/09/barbaric-herefordshire-and-rolf-harris.html
		
		
		
				

		
		
				
			
		
		"
Thurrock ,"Tue, 15 Sep 2015 21:38:24 +0000",Thurrock – Opening hours reduced. ,51.5080169,0.396281764543767,"
		
		http://www.publiclibrariesnews.com/2015/09/kirklees-look-to-lose-two-thirds-staffs-takeovers-a-bibliocommons-draft-report.html
		
		
		
				

		
		
				
			
		
		"
