name,authority_id,postcode,lng,lat,closed,statutory2010,statutory2016,type,closed_year,opened_year,replacement,notes
Savick ,68,PR2 1UH,-2.75369865151805,53.7700172343371,f,t,t,LAL,,,f,
Ingoll ,68,PR2 3YX,-2.74241432662804,53.7805409632258,f,t,t,LAL,,,f,
Upholland ,68,WN8 0PB,-2.72768155102126,53.5418370992624,f,t,t,LAL,,,f,
Sharoe Green ,68,PR2 8ED,-2.69758187301831,53.7794440644088,f,t,t,LAL,,,f,
Read ,68,BB127PB,-2.35341963802555,53.8062723647548,f,t,t,LAL,,,f,
Rosegrove,68,BB126HU,-2.28137715400252,53.789574732831,f,t,t,LAL,,,f,
Coal Clough ,68,BB114NW,-2.25834982228135,53.7844585025099,f,t,t,LAL,,,f,
Burnley ,68,BB112BD,-2.24156817505516,53.787801102736,f,t,t,LAL,,,f,
Pike Hill ,68,BB103JX,-2.21157524457677,53.7876151598718,f,t,t,LAL,,,f,
Ribbleton ,68,PR2 6EE,-2.65643099535376,53.7768362420274,f,t,t,LAL,,,f,
Briercliffe ,68,BB102JD,-2.20056865109189,53.8125127947108,f,t,t,LAL,,,f,
Burnley Campus ,68,BB101JD,-2.23801546486994,53.8063683928287,f,t,t,LAL,,,f,
Leyland ,68,PR252EX,-2.69983489912233,53.6904652210812,f,t,t,LAL,,,f,
Coppull ,68,PR7 5DF,-2.66696131866518,53.620687519406,f,t,t,LAL,,,f,
Chorley ,68,PR7 1EB,-2.63130311964094,53.6545064308823,f,t,t,LAL,,,f,
Ormskirk ,68,L39 2EN,-2.8849519423467,53.5692254033866,f,t,t,LAL,,,f,
Barrowford ,68,BB9 8QH,-2.21772321371509,53.8492434609626,f,t,t,LAL,,,f,
Nelson ,68,BB9 7PU,-2.21641604254415,53.8374806592858,f,t,t,LAL,,,f,
Brierfield ,68,BB9 5HW,-2.23404535887516,53.8241993220656,f,t,t,LAL,,,f,
Trawden ,68,BB8 8RU,-2.13502048877435,53.8452487393609,f,t,t,LAL,,,f,
Colne ,68,BB8 0AP,-2.16595342626761,53.8575682224918,f,t,t,LAL,,,f,
Whalley ,68,BB7 9RS,-2.41157358248359,53.8228943471672,f,t,t,LAL,,,f,
Chatburn ,68,BB7 4AS,-2.35193454202393,53.8935495176316,f,t,t,LAL,,,f,
Clitheroe ,68,BB7 2DG,-2.39024507446063,53.8734689198428,f,t,t,LAL,,,f,
Great Harwood ,68,BB6 7AL,-2.40347205219932,53.7860440700853,f,t,t,LAL,,,f,
Clayton-le-Moors ,68,BB5 5NR,-2.38406729584103,53.7752233128842,f,t,t,LAL,,,f,
Cleveleys ,68,FY5 1EE,-3.03932813731993,53.8815654584933,f,t,t,LAL,,,f,
Thornton ,68,FY5 3SZ,-3.01120698478551,53.8724129812123,f,t,t,LAL,,,f,
Euxton ,68,PR7 6AH,-2.67683628453598,53.6690164735073,f,t,t,LAL,,,f,
Eccleston ,68,PR7 5TE,-2.72404611040696,53.6443907204363,f,t,t,LAL,,,f,
Whitworth ,68,OL128AA,-2.17750520970547,53.6593656568554,f,t,t,LAL,,,f,
Bacup ,68,OL139AH,-2.20004891380086,53.7034259202718,f,t,t,LAL,,,f,
Addlington ,68,PR6 9RG,-2.60286291051882,53.6145650236251,f,t,t,LAL,,,f,
Lytham ,68,FY8 5EP,-2.95808753071075,53.7375566312162,f,t,t,LAL,,,f,
Clayton Green ,68,PR6 7EN,-2.64174746207161,53.7075537606255,f,t,t,LAL,,,f,
Bamber Bridge ,68,PR5 6LA,-2.66122782232777,53.7306105177906,f,t,t,LAL,,,f,
Ansdell ,68,FY8 4DJ,-2.99279781183358,53.7436648198894,f,t,t,LAL,,,f,
Burscough ,68,L40 5TJ,-2.84042422192262,53.6013391614159,f,t,t,LAL,,,f,
Oswaldtwistle ,68,BB5 3HS,-2.40015025764296,53.7416181773919,f,t,t,LAL,,,f,
Lostock Hall ,68,PR5 5TU,-2.69110551007439,53.7260915577901,f,t,t,LAL,,,f,
St Annes ,68,FY8 1NR,-3.02666561865791,53.747145577297,f,t,t,LAL,,,f,
Carnforth ,68,LA5 9DZ,-2.77118557872944,54.1263332644022,f,t,t,LAL,,,f,
Accrington ,68,BB5 1NQ,-2.366343685007,53.7524940768091,f,t,t,LAL,,,f,
Crawshawbooth ,68,BB4 8PW,-2.28482630415143,53.7251492302532,f,t,t,LAL,,,f,
Fleetwood ,68,FY7 6AJ,-3.00887150653017,53.9251126455137,f,t,t,LAL,,,f,
Bolton-le-Sands ,68,LA5 8DN,-2.79089947900917,54.1032955486816,f,t,t,LAL,,,f,
Silverdale ,68,LA5 0RA,-2.82692795431952,54.1684301148617,f,t,t,LAL,,,f,
Poulton ,68,FY6 7DH,-2.99404866237073,53.8460319582295,f,t,t,LAL,,,f,
Knott End ,68,FY6 0AU,-2.98650949969238,53.9280668236647,f,t,t,LAL,,,f,
Morecambe ,68,LA4 5DL,-2.86544560646593,54.0712350648607,f,t,t,LAL,,,f,
Preston Harris ,68,PR1 2PP,-2.69830676576184,53.7591265132213,f,t,t,LAL,,,f,
Heysham ,68,LA3 2BJ,-2.89244835090013,54.0484241585704,f,t,t,LAL,,,f,
Tarleton ,68,PR4 6TU,-2.83136542471092,53.680186424759,f,t,t,LAL,,,f,
Halton ,68,LA2 6QE,-2.75823855219117,54.0801556388864,f,t,t,LAL,,,f,
Kingsfold ,68,PR1 9HJ,-2.715109278048,53.7348041079209,f,t,t,LAL,,,f,
Penwortham ,68,PR1 9XE,-2.7270628159322,53.7501919588687,f,t,t,LAL,,,f,
Rawtenstall ,68,BB4 6QU,-2.28858359194086,53.7006296360754,f,t,t,LAL,,,f,
Haslingden ,68,BB4 5QJ,-2.3253392504501,53.7057934428168,f,t,t,LAL,,,f,
Lancaster ,68,LA1 1HY,-2.80154070482991,54.0492083866323,f,t,t,LAL,,,f,
Longton ,68,PR4 5HA,-2.7801943988429,53.7277555684996,f,t,t,LAL,,,f,
Crossgates library,69,LS157LB,-1.45366226756598,53.8071236537643,f,t,t,LAL,,,f,
Scholes library,69,LS154BJ,-1.42948474198255,53.8252119676657,f,t,t,LAL,,,f,
Seacroft library,69,LS146PA,-1.46153455366131,53.8208570252035,f,t,t,LAL,,,f,
Garforth library and one stop centre,69,,,,f,t,t,LAL,,,f,
Boston Spa library,69,LS236BH,-1.35106417138836,53.9068023575505,f,t,t,LAL,,,f,
Wetherby library and tourist information,69,LS226LL,-1.38763915041542,53.9288170667097,f,t,t,LAL,,,f,
Otley library and tourist information,69,LS211EZ,-1.6913973073882,53.9049499014483,f,t,t,LAL,,,f,
Guiseley library,69,LS208AH,-1.71106702635441,53.873352571265,f,t,t,LAL,,,f,
Yeadon library,69,LS197PP,-1.68403451270936,53.8660582550872,f,t,t,LAL,,,f,
Horsforth library,69,LS185BL,-1.63690178087347,53.8405970507562,f,t,t,LAL,,,f,
Moor Allerton library,69,LS175NY,-1.5503802093882,53.8451667174427,f,t,t,LAL,,,f,
Holt Park library,69,LS167RX,-1.60771831363094,53.8557398182329,f,t,t,LAL,,,f,
Drighlington,69,BD111JZ,-1.66266452824769,53.7530840935373,f,f,f,CRL,,,f,
Dewsbury road library,69,LS116PF,-1.54559497412068,53.7789070019846,f,t,t,LAL,,,f,
Allerton Bywater,69,WF102DY,-1.37876125956171,53.7500350846355,t,f,f,,2011,,f,
Lofthouse,69,WF3 3LJ,-1.49643451338869,53.7314062344586,t,f,f,,2011,,f,
Middleton library,69,LS104UZ,-1.53208531468692,53.7478551264125,f,t,t,LAL,,,f,
Belle Isle,69,LS103QH,-1.52791805905528,53.7570785777993,t,f,f,,2011,,f,"2013 opening as community centre, no library"
Hunslet library,69,LS102NS,-1.52762013498089,53.7795835857662,f,t,t,LAL,,,f,
Ireland Wood,69,LS166LJ,-1.60543824457406,53.8459984098775,t,f,f,,2011,,f,
Halton library,69,LS157JR,-1.4701681159432,53.796322106637,f,t,t,LAL,,,f,
Ardsley and Tingley library,69,WF3 2DL,-1.55010828033302,53.7243482195859,f,t,t,LAL,,,f,
Swarcliffe,69,LS145ER,-1.44379618963064,53.8228613582646,t,f,f,,2011,,f,
Whinmoor library,69,LS142DF,-1.45526483524577,53.8334479319484,f,t,t,LAL,,,f,
Leeds Central library,69,LS1 3AB,-1.54870588354116,53.8001305459323,f,t,t,LAL,,,f,
Swinnow ,69,LS134RF,-1.64260851145202,53.8003840007586,t,f,f,,2011,,f,
Bramley library,69,LS133ND,-1.63008541181374,53.8104395817853,f,t,t,LAL,,,f,
Armley Heights,69,LS123SU,-1.61471422934465,53.7958036893525,t,f,f,,2011,,f,
Armley library,69,LS121UQ,-1.58821026057506,53.7971267925459,f,t,t,LAL,,,f,
Holbeck,69,LS119NS,-1.56031878632504,53.7857837999639,t,f,f,,2011,,f,
Pudsey library,69,LS287TY,-1.6639011065712,53.7957807398718,f,t,t,LAL,,,f,
Beeston library,69,LS118PN,-1.56915236787963,53.7724146470469,f,t,t,LAL,,,f,
Broad Lane,69,LS286PA,-1.64926546151116,53.8104791798998,t,f,f,,2011,,f,
Calverley library,69,LS285PD,-1.68744364875302,53.8289111091741,f,t,t,LAL,,,f,
Kirkstall,69,LS5 3BH,-1.60073988451646,53.8158102599757,t,f,f,,2011,,f,
Burley library,69,LS6 1QL,-1.57505203473161,53.807228398344,f,t,t,LAL,,,f,
Headingley library,69,LS6 3HG,-1.57871059944411,53.8209749663472,f,t,t,LAL,,,f,
Chapeltown library,69,LS7 3EX,-1.53170327618534,53.8176729491286,f,t,t,LAL,,,f,
Chapel Allerton library,69,LS7 4LZ,-1.53728215429752,53.8283004329247,f,t,t,LAL,,,f,
Oakwood library,69,LS8 2PZ,-1.50267556954591,53.8267778905906,f,t,t,LAL,,,f,
Osmondthorpe,69,LS9 0JE,-1.49097430391635,53.7956841420625,t,f,f,,2011,,f,
Compton Road library,69,LS9 7BG,-1.51000283042909,53.8094521512129,f,t,t,LAL,,,f,
Richmond Hill,69,LS9 8QE,-1.51725401001562,53.7929345448906,t,f,f,,2011,,f,
Farsley library,69,LS285DH,-1.67323217019328,53.8101423526884,f,t,t,LAL,,,f,
Morley library,69,LS278HZ,-1.60130469084611,53.7466221615757,f,t,t,LAL,,,f,
Gildersome library,69,LS277AB,-1.6296937951056,53.7583257650618,f,t,t,LAL,,,f,
Methley library,69,LS269HS,-1.39780031280919,53.738914951906,f,t,t,LAL,,,f,
Swillington,69,LS268DT,-1.42115089454023,53.7662820557424,t,f,f,,2011,,f,
Rothwell library,69,LS260AE,-1.47894356072088,53.7472405352968,f,t,t,LAL,,,f,
Kippax library,69,LS257LY,-1.37330386497032,53.7682526828559,f,t,t,LAL,,,f,
Forest East library,70,LE3 3LH,-1.21972744889476,52.6226435286318,f,f,f,CRL,,2015,f,became community library in 2015
Rushey Mead Library,70,LE4 7ZX,-1.10382288459952,52.6631866855899,f,t,t,LAL,,,f,
Braunstone Library,70,LE3 1LE,-1.16499410002042,52.6227469879383,f,t,t,LAL,,,f,
Westcotes Library,70,LE3 0BQ,-1.14798485782044,52.6299168041406,f,t,t,LAL,,,f,
Fosse Library,70,LE3 5HG,-1.15095298435319,52.6391618251597,f,t,t,LAL,,,f,
New Parks Library,70,LE3 9PW,-1.17722050322554,52.6466559103011,f,t,t,LAL,,,f,
Evington Library,70,LE5 6DH,-1.08053332908436,52.6209620427114,f,t,t,LAL,,,f,
Leicester Central Library,70,LE1 6AA,-1.13236629948835,52.6329859489597,f,t,t,LAL,,,f,
Beaumont Leys Library,70,LE4 1DS,-1.16647060693975,52.6663316993255,f,t,t,LAL,,,f,
Eyres Monsell Library,70,LE2 9PQ,-1.146933271873,52.5882404925395,f,t,t,LAL,,,f,
Belgrave Library,70,LE4 6JD,-1.12061523652387,52.6508883055805,f,t,t,LAL,,,f,
Pork Pie Library and Community Centre,70,LE2 6QS,-1.13748926418436,52.5971172113965,f,t,t,LAL,,,f,
Aylestone Library,70,LE2 6LU,-1.13120907960045,52.6093427285197,f,t,t,LAL,,,f,
St Barnabas Library,70,LE5 4AH,-1.09708244055745,52.6401211677769,f,t,t,LAL,,,f,
Knighton Library,70,LE2 3AJ,-1.11809566616158,52.6166716192905,f,t,t,LAL,,,f,
Highfields Library,70,LE2 0DS,-1.11416661735563,52.6327793947698,f,t,t,LAL,,,f,
Hamilton Library,70,LE5 1BL,-1.06735346655262,52.6523960717434,f,t,t,LAL,,,f,
St Matthews Library,70,LE1 2PD,-1.1202819210906,52.6395045131575,f,t,t,LAL,,,f,
Market Harborough,71,LE167LT,-0.920757579785318,52.4785572556723,f,t,t,LAL,,,f,
Coalville,71,LE673EA,-1.37358801163727,52.7255279457439,f,t,t,LAL,,,f,
Ibstock,71,LE676NE,-1.40031971274037,52.6895003477908,f,t,t,LAL,,,f,
Markfield,71,LE679WG,-1.27737785779525,52.6839784394473,f,f,f,CRL,,,f,
Syston,71,LE7 1HR,-1.07361683437808,52.7015573745615,f,t,t,LAL,,,f,
East Goscote,71,LE7 3XW,-1.05139647678508,52.7148486397381,f,t,t,LAL,,,f,
Anstey,71,LE7 7AU,-1.18945825163776,52.6730627076389,f,f,f,CRL,,,f,
Rothley,71,LE7 7PS,-1.13691340787858,52.7105033867382,f,f,f,CRL,,,f,
Kibworth,71,LE8 0HW,-0.995272564005956,52.5375602624537,f,t,t,LAL,,,f,
Blaby,71,LE8 4DW,-1.1648961001107,52.5735348928369,f,t,t,LAL,,,f,
Countesthorpe,71,LE8 5TB,-1.14536423270406,52.5535454590795,f,t,t,LAL,,,f,
Fleckney,71,LE8 8AS,-1.04463958480905,52.5339592594518,f,t,t,LAL,,,f,
Great Glen,71,LE8 9GR,-1.03221056116576,52.5742332038695,f,t,t,LAL,,,f,
Cosby,71,LE9 1RN,-1.1952005325809,52.5503705039746,f,t,t,LAL,,,f,
Kirby Muxloe,71,LE9 2EN,-1.23049547970918,52.6294384161454,f,t,t,LAL,,,f,
Sapcote,71,LE9 4FG,-1.28107011477118,52.5355049798921,f,f,f,CRL,,,f,
Stoney Stanton,71,LE9 4TH,-1.27875711672742,52.5489040650193,f,f,f,CRL,,,f,
Broughton Astley,71,LE9 6RD,-1.22982372446996,52.5338072745305,f,t,t,LAL,,,f,
Earl Shilton,71,LE9 7NE,-1.31827019204071,52.5752540463521,f,t,t,LAL,,,f,
Barwell,71,LE9 8DG,-1.34415562869616,52.5651606016241,t,f,f,,2016,,f,
Desford,71,LE9 9JP,-1.29451914132705,52.6263307345932,f,f,f,CRL,,,f,
Newbold Verdon,71,LE9 9NP,-1.33938169964801,52.6295649328055,f,f,f,CRL,,,f,
Glenfield,71,LE3 8BT,-1.20329012353503,52.6508884550957,f,t,t,LAL,,,f,
Leicester Forest East,71,LE3 3PD,-1.21577971107995,52.62118806709,f,f,f,CRL,,,f,
Braunstone Town,71,LE3 2PP,-1.18078477529091,52.6125097214724,f,f,f,LAL,,,f,
Glenhills,71,LE2 9JD,-1.16318301106412,52.5883384104308,f,t,f,CRL,,,f,
Oadby,71,LE2 5BF,-1.08391758578613,52.5996548436698,f,t,t,LAL,,,f,
Enderby,71,LE194PG,-1.21028785966796,52.5881583336092,f,t,t,LAL,,,f,
Narborough,71,LE192HR,-1.20366642928972,52.5715274030566,f,t,t,LAL,,,f,
South Wigston,71,LE184PE,-1.13446478054613,52.5790251338375,f,t,t,LAL,,,f,
Wigston,71,LE181PA,-1.10296900355045,52.5849490202534,f,t,t,LAL,,,f,
Lutterworth,71,LE174ED,-1.20032306008944,52.457519006884,f,t,t,LAL,,,f,
"Asfordby ICT Centre, Melton Libraries",71,LE143SA,-0.948620058259669,52.7644966908262,f,f,f,,,,f,
Melton Mowbray,71,LE130UJ,-0.889428593609617,52.7661689783812,f,t,t,LAL,,,f,
Shepshed,71,LE129AN,-1.29081749642617,52.7729772989057,f,t,t,LAL,,,f,
Barrow-upon-Soar,71,LE128PZ,-1.14697736524738,52.7538352899676,f,f,f,CRL,,,f,
Quorn,71,LE128DY,-1.17162287672166,52.7449571811369,f,f,f,CRL,,,f,
Sileby,71,LE127RS,-1.11067658975108,52.726895888723,f,f,f,CRL,,,f,
Mountsorrel,71,LE127AF,-1.13877056767795,52.727444796484,f,t,t,LAL,,,f,
Hathern,71,LE125LF,-1.2555792104717,52.7975371097311,f,t,f,CRL,,,f,
Loughborough,71,LE113DZ,-1.20975826793707,52.7708830704972,f,t,t,LAL,,,f,
Burbage,71,LE102DA,-1.34822884709578,52.5282161766093,f,f,f,CRL,,,f,
Hinckley,71,LE100AT,-1.37449815032508,52.5395054698465,f,t,t,LAL,,,f,
Ashby-De-La-Zouch,71,LE651HU,-1.47032277595405,52.7486262286797,f,t,t,LAL,,,f,
Ratby,71,LE6 0LN,-1.24498872902729,52.6492195519629,f,f,f,CRL,,,f,
Groby,71,LE6 0DQ,-1.22134553725886,52.6621559122786,f,t,f,CRL,,,f,
Birstall,71,LE4 4JU,-1.11818428756037,52.676941121408,f,t,t,LAL,,,f,
Thurmaston,71,LE4 8DE,-1.09227223495267,52.6768804208595,f,t,t,LAL,,,f,
Bottesford,71,NG130DF,-0.800653989675741,52.9416600933373,f,t,t,CRL,,,f,
Castle Donington,71,DE742LJ,-1.33921855188173,52.8402652470381,f,f,f,CRL,,,f,
Kegworth,71,DE742DE,-1.28711383979986,52.837267050706,f,f,f,CRL,,,f,
Measham,71,DE127HR,-1.50916980496003,52.704815789891,f,t,t,LAL,,,f,
Market Bosworth,71,CV130NP,-1.41111384820127,52.6250075863034,f,f,f,CRL,,,f,
Pepys community library service,72,SE8 3BA,-0.0301542681872036,51.4893071842943,f,f,f,CRL,,,f,
Catford library,72,SE6 4RU,-0.0213317831573825,51.4452022755826,f,t,t,LAL,,,f,
Torridon Road Library,72,SE6 1RQ,-0.00184207292518908,51.443657636279,f,t,t,LAL,,,f,
Forest Hill Library,72,SE233HZ,-0.0567357460895225,51.4353090620814,f,t,t,LAL,,,f,
New Cross community library service,72,SE146AS,-0.0383802965729369,51.4755244334569,f,f,f,CRL,,,f,
Manor House Library,72,SE135SY,0.00448352601224802,51.4573175549492,f,t,t,LAL,,,f,
Lewisham Library,72,SE136LG,-0.0116829977735279,51.4592745138354,f,t,t,LAL,,,f,
Downham Library,72,BR1 5EP,0.00983433324714579,51.4270731399831,f,t,t,LAL,,,f,
The Library at Deptford Lounge,72,SE8 4RJ,-0.0235930449991041,51.4774793092476,f,t,t,LAL,,2012,f,
Sydenham community library service,72,SE8 3BA,-0.0301542681872036,51.4893071842943,f,f,f,CRL,,,f,
Crofton Park community library service,72,SE4 2AG,-0.0360437664027217,51.4558272882283,f,f,f,CRL,,,f,
Blackheath Village community library service,72,SE3 9LA,0.00946860413472551,51.465613456409,f,f,f,CRL,,,f,
Grove Park community library service,72,SE120BX,0.0226621532260615,51.435782315208,f,f,f,CRL,,,f,
Spalding ,73,PE111EA,-0.154738644398875,52.7869373722702,f,t,t,LAL,,,f,
Pinchbeck,73,PE113RU,-0.161973962593179,52.8161705834048,f,f,f,,,,f,
Donnington,73,PE114TA,-0.202561302302128,52.9049178155501,f,f,f,CRL,,,f,
Alford ,73,LN139AF,0.180488847749551,53.2607445057455,f,f,f,CRL,,,f,
Lincoln ,73,LN2 1EZ,-0.537137144622281,53.2295573480867,f,t,t,LAL,,,f,
Holbeach,73,PE127LL,0.0133881605790508,52.8027156195903,f,f,f,CRL,,,f,
Long Sutton ,73,PE129HB,0.118300941979352,52.7852443691314,f,t,t,LAL,,,f,
Nettleham,73,LN2 2SL,-0.488818160055756,53.2675292233391,f,t,t,LAL,,,f,
Welton,73,LN2 3JJ,-0.48584872436217,53.3061559143542,f,f,f,CRL,,,f,
Cherry Willingham ,73,LN3 4JL,-0.455171822221394,53.2420976961759,f,t,t,CRL,,,f,
Washingborough,73,LN4 1BW,-0.470849544015943,53.2231067920646,t,f,f,,2015,,f,
Louth ,73,LN110LY,-0.00269845791805327,53.3679268130504,f,t,t,LAL,,,f,
Mablethorpe ,73,LN121DP,0.257752656573108,53.3386759137653,f,t,t,LAL,,,f,
Sutton on Sea,73,LN122JN,0.282200401568051,53.3118139645607,f,f,f,CRL,,,f,
Saxilby ,73,LN1 2LP,-0.660058192990829,53.2674548446055,f,t,t,LAL,,,f,
Branston Community Library,73,LN4 1HL,-0.478727257859887,53.2227221583768,f,f,f,,,,f,
Grantham ,73,NG316EE,-0.642535912535985,52.9103913590812,f,t,t,LAL,,,f,
Bracebridge Heath Library,73,LN4 2LA,-0.535298526310049,53.1965067267886,f,f,f,,,,f,
Kirton,73,PE201EF,-0.0579520841055501,52.9281750568282,f,f,f,,,,f,
Boston ,73,PE216DY,-0.0242853273142038,52.9793973629654,f,t,t,LAL,,,f,
Spilsby,73,PE235LH,0.0989635162109806,53.1739748336323,f,f,f,CRL,,,f,
Wainfleet,73,PE244DL,0.236977723494955,53.1055951943062,t,f,f,,2015,,f,
Burgh le Marsh,73,PE245JS,0.244572301686327,53.1616092854282,f,f,f,CRL,,,f,
Skegness ,73,PE252SA,0.336655269632376,53.1454790987749,f,t,t,LAL,,,f,
Coningsby/Tattershall ,73,LN4 4NL,-0.179666183083105,53.1067273783256,f,f,f,,,,f,
Sleaford ,73,NG347SR,-0.409331244576242,52.999188769511,f,t,t,LAL,,,f,
Tattershall Coningsby,73,LN4 4RB,-0.175517817703667,53.1059086799429,t,f,f,,2015,,f,
Heckington,73,NG349RQ,-0.302083511487976,52.9817030028897,f,f,f,CRL,,,f,
Bracebridge library,73,LN5 8PE,-0.552267220069877,53.2038249306449,f,f,f,,,,f,
Waddington ,73,LN5 9SA,-0.540587163581193,53.1664021614236,f,t,t,LAL,,,f,
Gainsborough,73,DN212NG,-0.777891212611338,53.4001073596879,f,t,t,LAL,,,f,
Birchwood,73,LN6 0QB,-0.605287600091703,53.2152447849403,f,f,f,,,,f,
Ruskington,73,NG349DD,-0.384907520142964,53.0446911429247,f,f,f,CRL,,,f,
Skellingthorpe,73,LN6 5UW,-0.616900018728306,53.2359841849893,t,f,f,,2015,,f,
Boultham Library,73,LN6 7ST,-0.561310432289346,53.2105328544122,f,f,f,,,,f,
Crowland,73,PE6 0EW,-0.166762176366766,52.6768696311783,f,f,f,CRL,,,f,
Market Deeping,73,PE6 8ED,-0.313527573035119,52.6745984773634,f,f,f,CRL,,,f,
Woodhall Spa ,73,LN106QL,-0.217045583674054,53.1518305304421,f,t,t,LAL,,,f,
Stamford,73,PE9 2BB,-0.47677221358252,52.6530019308617,f,t,t,LAL,,,f,
North Hykeham,73,LN6 9QX,-0.584637133742781,53.1815598935078,f,f,f,CRL,,,f,
Caistor,73,LN7 6LZ,-0.316487673767125,53.4960671401292,f,f,f,,,,f,
Market Raisen,73,LN8 3BP,-0.340804640325466,53.3843879322271,f,t,t,LAL,,,f,
Wragby,73,LN8 5AB,-0.310997073219066,53.2864668586539,f,f,f,CRL,,,f,
Horncastle ,73,LN9 5HL,-0.115869179994529,53.2079541498867,f,t,t,LAL,,,f,
Bourne,73,PE109EF,-0.37597951986602,52.7677586206542,f,f,f,,,,f,
Spellow,74,L4  3QF,-2.971058172944,53.4421301065168,f,t,t,LAL,,,f,
Wavertree,74,L15 4LP,-2.92371242857496,53.3992333094852,f,t,t,LAL,,,f,
Sefton Park,74,L17 4JS,-2.94613403132692,53.3780775434643,f,t,t,LAL,,,f,
Allerton,74,L18 6HG,-2.9063942515462,53.3840400023682,f,t,t,LAL,,,f,
Garston,74,L19 1QN,-2.90398112809617,53.3581342524015,f,t,t,LAL,,,f,
Dovecot,74,L14 9BA,-2.8761580504275,53.4190976219795,f,f,f,CRL,,,f,
Fazakerley,74,L10 7LQ,-2.92228815620019,53.4689438065367,f,f,f,CRL,,,f,
Croxteth,74,L11 0BS,-2.89863205892868,53.4558926138624,f,f,f,CRL,,,f,
Norris Green,74,L11 5AF,-2.93115250973709,53.4437692762813,f,t,t,LAL,,,f,
Larkhill,74,L13 0DB,-2.92382473108835,53.4287069557928,t,f,f,,2012,,f,
Old Swan,74,L13 5XG,-2.90854069114933,53.4142263326981,f,t,t,LAL,,,f,
West Derby,74,L13 7HQ,-2.92707267565229,53.4258053490929,f,t,t,LAL,,,f,
Walton,74,L9  2AF,-2.95953381506971,53.4558413615468,f,f,f,CRL,,,f,closed for refurbishment Feb 2016 - to be reopened and run by MerseyCare
Toxteth,74,L8  1XF,-2.97015419985354,53.3938580606522,f,t,t,LAL,,,f,
Edge Hill,74,L8  0QH,-2.94989081691611,53.3982727949454,t,f,f,,2012,,f,aka Lodge Lane library
Kensington,74,L7  2RJ,-2.95336225725983,53.4116026380891,f,f,f,CRL,,,f,
Breck Road,74,L5  6PX,-2.95880400015263,53.4227771990866,f,f,f,CRL,,,f,
Great Homer Street,74,L5  3LQ,-2.97825613252945,53.4231946999132,t,f,f,,2012,,f,
Childwall,74,L15 6UT,-2.89983192383326,53.3972404057286,f,t,t,LAL,,2011,f,
Parklands,74,L24 0TY,-2.84057917225806,53.3439188731235,f,t,t,LAL,,,f,
Lee Valley,74,L25 2RF,-2.85978368758867,53.3905961891224,f,t,t,LAL,,,f,
Woolton,74,L25 7RQ,-2.87098405640556,53.3735529601912,t,f,f,,2012,,f,
Liverpool central,74,L3  8EW,-2.98082593827578,53.4099689054431,f,t,t,LAL,,,f,
Lewsey library,75,LU4 0SW,-0.497524537552343,51.9019394216912,f,t,t,CL,,,f,
Hockwell ring community centre ,75,LU4 9LB,-0.470363864803088,51.9051771978322,f,t,t,CL,,,f,
Marsh Farm library,75,LU3 3TL,-0.450820101965949,51.9197307520843,f,t,t,CL,,,f,
Sundon Park,75,LU3 3EE,-0.466134015085567,51.9162627371634,t,f,f,,2014,,f,
Leagrave library,75,LU3 2NL,-0.450597059095186,51.9025538361398,f,t,t,CL,,,f,
Wigmore,75,,,,t,f,f,,2014,,f,
Stopsley library,75,LU2 7UG,-0.39699723560494,51.9019079079791,f,t,t,CL,,,f,
Luton central library,75,LU1 2NG,-0.417016053146708,51.8811383592607,f,t,t,CL,,,f,
Bury Park library,75,LU1 1EH,-0.426825824655558,51.8843900338001,f,t,t,CL,,,f,
Northenden Community Library,76,M22 4WL,-2.25853700374324,53.4070039457599,f,t,t,CRL,,,f,
Hulme High Street Library,76,M15 5FQ,-2.2506466897868,53.4669472855282,f,t,t,LAL,,,f,
Beswick Library,76,M11 3DS,-2.19671031409353,53.4779603552272,f,t,t,LAL,,,f,
Clayton library,76,M11 4NE,-2.18034652359996,53.4848983197777,f,f,f,ICL,,,f,"closed 2011, now based in Surestart centre"
Gorton Library,76,M18 8HE,-2.17433379847892,53.4629035114337,f,t,t,LAL,,,f,
Longsight Library and Learning Centre,76,M12 4NE,-2.20095438810897,53.4578101235531,f,t,t,LAL,,,f,
Moss Side Powerhouse Library,76,M14 4SL,-2.24172116252071,53.4575996906622,f,t,t,LAL,,,f,
Fallowfield Community Library,76,M14 7FB,-2.23736895846152,53.4468402022001,f,f,f,CRL,,,f,
"Burnage Library, Activity and Information Hub",76,M19 1EW,-2.2004325662227,53.4301803331348,f,t,t,LAL,,,f,
Avenue Library and Learning Centre,76,M9  6HW,-2.20764482381962,53.5325284763973,f,t,t,LAL,,,f,
North City Library,76,M9  4AF,-2.21244014343635,53.514012951674,f,t,t,LAL,,,f,
Abraham Moss Library,76,M8  5UF,-2.23565460630004,53.512405415454,f,t,t,LAL,,,f,
Miles Platting Community Library,76,M40 8EE,-2.21277715181037,53.4910019971341,f,f,f,CRL,,,f,
New Moston Community Library,76,M40 3PJ,-2.16739104808484,53.5166193357932,f,f,f,CRL,,,f,
Newton Heath Library,76,M40 2JB,-2.18293473334419,53.5015049976976,f,t,t,LAL,,,f,
Arcadia library and leisure centre,76,M19 3QE,-2.18699757963644,53.4450242092773,f,f,t,LAL,,2016,t,replaced old Levenshulme library
